orgid,ein,charity_name,category,city,state,efficiency_rating_star,affiliate_payments,admin_expense,total_revenue,program_expense,other_revenue,capacity_rating,program_expense_percent,primary_revenue_growth,fund_efficiency,cause,tag_line,overall_rating,website,total_functional_expense,leader_comp,program_expense_growth,net_assets,efficiency_rating,leader_comp_percent,capacity_rating_star,budget_surplus,admin_expense_percent,fund_expense,primary_revenue,url,fund_expense_percent,email,working_capital_ratio,overall_rating_star
11523,13-3512123,Children's Brain Tumor Foundation,Health,New York,NY,0,0,161088,1537588,1079959,500924,12.69,64.2,-0.8,0.42,"Diseases, Disorders, and Disciplines",Hope and help every day,31.02,http://www.cbtf.org,1681851,159060,0.6,1180158,18.32,9.45,2,-144263,9.5,440804,1036664,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11523,26.2,info@cbtf.org,0.70,1
7776,13-6019222,Children's Cancer & Blood Foundation,Public Benefit,New York,NY,3,0,182586,1513615,868600,-198993,30.00,75.3,35.1,0.05,Fundraising Organizations,Research. Care. Cure.,62.53,http://www.childrenscbf.org/,1152739,66000,12.0,3689119,32.53,5.72,4,360876,15.8,101553,1712608,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7776,8.8,info@childrenscbf.org,2.81,4
7646,93-1181662,Children's Cancer Association,Health,Portland,OR,2,0,176761,1728374,1571058,506287,28.96,76.8,5.2,0.24,Patient and Family Support,Bringing joy to young hearts,59.14,http://www.childrenscancerassociation.org/,2044965,126987,27.8,2250302,30.18,6.20,4,-316591,8.6,297146,1222087,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7646,14.5,office@JoyRx.org,1.10,3
8019,59-1779035,Children's Cancer Center,Health,Tampa,FL,2,0,238998,840895,838463,39572,30.00,71.6,24.2,0.11,"Diseases, Disorders, and Disciplines","Because kids should fly kites, not fight cancer",59.62,http://www.childrenscancercenter.org/,1170798,0,12.0,1330197,29.62,0,4,-329903,20.4,93337,801323,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8019,7.9,shannon@childrenscancercenter.org,1.13,3
12740,20-1226416,Children's Cancer Fund Of America,Health,Powell,TN,0,0,337079,13938463,6599886,2589,22.50,46.7,38.8,0.51,"Diseases, Disorders, and Disciplines",Their hopes for tomorrow depend on help today,39.67,http://www.ccfoa.org,14104487,212704,126.2,141611,17.17,1.50,4,-166024,2.3,7167522,13935874,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12740,50.8,support@ccfoa.org,0.01,1
6911,33-0418563,Children's Cancer Recovery Foundation,Health,Harrisburg,PA,2,0,414243,4780470,3532157,298626,0.00,73.5,-20.5,0.19,"Diseases, Disorders, and Disciplines","Creating smiles, inspiring hope.",29.84,,4803630,80372,-21.2,-71539,29.84,1.67,0,-23160,8.6,857230,4481844,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6911,17.8,,-0.01,1
7032,41-1893645,Children's Cancer Research Fund,Health,Minneapolis,MN,0,0,458617,9391179,6518739,695796,2.50,67.8,-8.0,0.30,"Diseases, Disorders, and Disciplines",Finding a cure for childhood cancer,24.04,,9606890,173721,-7.4,2121957,21.54,1.80,1,-215711,4.7,2629534,8695383,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7032,27.3,,0.22,0
11776,30-0193229,Children's Charitable Foundation,Health,Anderson,SC,0,0,74877,3688757,386652,0,22.50,10.3,15.8,0.88,Patient and Family Support,Striving to fulfill the dreams of children,22.50,http://www.bighope.org/,3722051,70875,33.9,91457,0.00,1.90,4,-33294,2.0,3260522,3688757,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11776,87.6,info@bighope.org,0.02,0
8195,06-1321377,"Children's Charity Fund, Inc.",Human Services,Sarasota,FL,0,0,85909,1381106,77038,0,8.87,5.6,2.6,0.88,Social Services,Celebrating 17 years of helping children,8.87,http://www.childrenscharityfund.org/,1368572,78750,-16.3,3048,0.00,5.75,1,12534,6.2,1205625,1381106,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8195,88.0,ccf21c@aol.com,0.00,0
8783,95-1643332,The Children's Clinic,Health,Long Beach,CA,4,0,1468728,13776066,9828703,-21577,27.50,84.6,8.4,0.05,Treatment and Prevention Services,Serving children and their families,65.96,http://www.thechildrensclinic.org,11615765,172568,10.2,10218856,38.46,1.48,4,2160301,12.6,318334,13797643,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8783,2.7,escholtz@thechildrensclinic.org,0.80,4
3481,52-0895622,Children's Defense Fund,Human Services,Washington,DC,3,0,2897092,18412231,23223480,398730,23.35,81.0,4.3,0.15,Children's and Family Services,Leading our nation since 1973 to ensure a level playing field for all children,57.54,http://www.childrensdefense.org,28644774,101749,7.7,29728831,34.18,0.35,4,-10232543,10.1,2524202,18013501,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3481,8.8,donations@childrensdefense.org,0.78,3
5734,84-0745008,Children's Diabetes Foundation at Denver,Health,Denver,CO,1,0,446921,2143472,2284929,58280,20.00,67.3,10.9,0.57,"Diseases, Disorders, and Disciplines","Supporting clinical care, research and educational programs in childhood diabetes",42.79,http://www.childrensdiabetesfdn.org/,3394305,111290,-17.9,11836344,22.79,3.27,3,-1250833,13.1,662455,2085192,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5734,19.5,CDFcares@childrensdiabetesfdn.org,3.47,2
7442,94-2870828,Children's Discovery Museum of San Jose,"Arts, Culture, Humanities",San Jose,CA,3,0,1015746,4829206,4344197,68267,24.19,75.0,-3.0,0.14,Museums,Your children's museum in Silicon Valley,56.70,http://www.cdm.org/,5784585,207846,10.6,19399694,32.50,3.59,4,-955379,17.5,424642,4760939,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7442,7.3,memberships@cdm.org,3.28,3
11988,59-2145821,Children's Dream Fund,Health,St. Petersburg,FL,3,0,87770,843546,795845,116009,27.50,81.7,16.0,0.12,Patient and Family Support,Celebrating 28 years of making dreams come true,63.17,,974041,87690,11.1,917198,35.67,9.00,4,-130495,9.0,90426,727537,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11988,9.2,,0.91,4
5357,43-1699263,Children's Foundation of Mid-America,Human Services,St. Louis,MO,2,0,613445,7704601,7559516,226720,27.50,84.0,9.3,0.58,Children's and Family Services,Helping children and families,58.40,http://www.care4kids.org/,8993763,134219,15.0,8378108,30.90,1.49,4,-1289162,6.8,820802,7477881,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5357,9.1,info@care4kids.org,0.51,3
3483,13-3468427,The Children's Health Fund,Health,New York,NY,4,0,1474136,24124688,19575934,-1039432,22.52,86.0,10.6,0.06,Treatment and Prevention Services,Health care and advocacy for America's most vulnerable children,61.12,http://www.childrenshealthfund.org,22750122,244637,7.5,8488099,38.60,1.07,4,1374566,6.4,1700052,25164120,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3483,7.4,dev@chfund.org,0.28,4
6557,41-1307457,Children's HeartLink,International,Minneapolis,MN,3,0,103155,2008200,1731102,48956,27.50,81.9,27.5,0.14,Development and Relief Services,Healing hearts worldwide,60.69,http://www.childrensheartlink.org/,2113128,,41.1,1340320,33.19,,4,-104928,4.8,278871,1959244,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6557,13.1,karin@childrensheartlink.org,0.63,4
3485,59-0192430,Children's Home Society of Florida,Human Services,Winter Park,FL,4,0,11710854,104592009,89253637,748864,6.83,84.6,-1.8,0.04,Children's and Family Services,Embracing children. Inspiring lives.,45.30,http://www.chsfl.org,105390119,203498,-0.9,41080649,38.46,0.19,1,-798110,11.1,4425628,103843145,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3485,4.1,info@chsfl.org,0.31,2
8290,33-0430285,Children's HopeChest,International,Colorado Springs,CO,4,0,404842,2994747,2141001,18190,6.73,77.4,-1.9,0.09,Development and Relief Services,Confidence to fly and a safe place to land,44.47,http://www.hopechest.org/,2765657,113550,-3.9,421658,37.74,4.10,1,229090,14.6,219814,2976557,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8290,7.9,chc@hopechest.org,0.15,2
5319,39-1500075,Children's Hospital and Health System Foundation of Wisconsin,Public Benefit,Wauwatosa,WI,2,0,2515200,35690801,27333188,10393415,30.00,82.1,6.4,0.13,Fundraising Organizations,Supporting Children's Hospital and Health System member organizations,60.71,,33264950,0,29.5,269150973,30.71,0,4,2425851,7.5,3416562,25297386,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5319,10.2,,5.25,4
6335,73-1200262,Children's Hospital Foundation,Health,Oklahoma City,OK,0,93554,131539,2398828,1341280,62017,0.00,67.1,-25.5,0.22,Medical Research,Improving the health of children,16.02,http://www.okchf.org,1996066,113125,-33.8,-1747738,16.02,5.66,0,402762,6.5,523247,2336811,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6335,26.2,liz-young@ouhsc.edu,-0.89,0
8079,91-1394056,Children's Hospital Guild Association,Public Benefit,Seattle,WA,4,0,472057,10323314,9252353,0,11.70,89.6,0.6,0.05,Fundraising Organizations,Supporting Seattle's Children's Hospital,50.67,http://waystohelp.seattlechildrens.org/guilds/,10323314,143627,0.5,44137,38.96,1.39,1,0,4.5,598904,10323314,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8079,5.8,guildassociation@seattlechildrens.org,0.00,3
3487,95-4335462,Children's Hunger Fund,International,Pacoima,CA,4,0,664566,127356112,126335412,49665,25.00,99.1,16.4,0.00,Humanitarian Relief Supplies,Serving children in need across America and around the world,64.91,,127418769,105708,17.0,4062666,39.91,0.08,4,-62657,0.5,418791,127306447,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3487,0.3,,0.03,4
8971,52-1638207,The Children's Inn at NIH,Health,Bethesda,MD,2,0,638421,9831465,2739097,595839,26.35,71.7,34.8,0.05,Patient and Family Support,A place like home,58.53,http://www.childrensinn.org/,3816125,225131,6.3,34921667,32.17,5.89,4,6015340,16.7,438607,9235626,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8971,11.4,stonefj@mail.nih.gov,6.50,3
5097,23-2515768,Children's Literacy Initiative,Education,Philadelphia,PA,3,0,453182,6091061,5781629,48341,20.95,86.2,2.8,0.17,Other Education Programs and Services,Helping teachers deliver effective literacy instruction,57.00,http://www.cliontheweb.org,6699973,,9.3,2542150,36.04,,3,-608912,6.7,465162,6042720,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5097,6.9,info@CLIontheweb.org,0.37,3
5756,87-0387205,Children's Miracle Network,Public Benefit,Salt Lake City,UT,3,0,2485307,32675407,27600146,1962417,27.50,88.2,25.3,0.08,Fundraising Organizations,Creating real miracles by raising funds for children's hospitals,63.82,http://www.childrensmiraclenetwork.org,31288714,391723,20.8,20350736,36.32,1.25,4,1386693,7.9,1203261,30712990,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5756,3.8,help@childrensmiraclenetwork.org,0.58,4
6545,74-2178563,Children's Museum of Houston,"Arts, Culture, Humanities",Houston,TX,4,0,1081486,11053798,7670645,-555354,30.00,81.9,12.0,0.06,Museums,A playground for your mind,68.19,http://www.cmhouston.org/,9361361,128099,12.2,43432997,38.19,1.36,4,1692437,11.5,609230,11609152,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6545,6.5,membership@cmhouston.org,3.74,4
4964,13-2761376,Children's Museum of Manhattan,"Arts, Culture, Humanities",New York,NY,2,0,1020434,4495751,3935931,495270,20.69,72.5,3.6,0.14,Museums,Inspiring children and families to learn,52.95,http://www.cmom.org,5423359,170000,2.2,8056976,32.25,3.13,3,-927608,18.8,466994,4000481,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4964,8.6,membership@cmom.org,1.30,3
8947,25-1379704,Children's Museum of Pittsburgh,"Arts, Culture, Humanities",Pittsburgh,PA,2,0,1207920,2942212,4397700,-648588,16.40,74.5,-4.7,0.16,Museums,"Nurturing children's innate joy, creativity and curiosity",47.66,http://www.pittsburghkids.org/,5895284,159639,3.0,23229825,31.25,2.70,2,-2953072,20.4,289664,3590800,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8947,4.9,members@pittsburghkids.org,3.10,2
5384,51-0220694,Children's Museum of Richmond,"Arts, Culture, Humanities",Richmond,VA,3,0,204183,2198788,2044996,-107947,17.53,85.8,9.2,0.08,Museums,"See more, do more, be more",54.34,http://www.c-mor.org,2381305,90000,-0.8,8057480,36.81,3.77,3,-182517,8.5,132126,2306735,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5384,5.5,info@c-mor.org,2.93,3
9891,35-1674365,Children's Organ Transplant Association,Health,Bloomington,IN,4,0,430157,4417114,3812025,807467,16.94,87.3,-7.2,0.03,"Diseases, Disorders, and Disciplines",Giving hope . . .making miracles,55.68,http://www.cota.org,4362883,168685,5.2,20318505,38.73,3.86,2,54231,9.8,120701,3609647,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9891,2.7,CampaignInfo@cota.org,4.65,3
11336,59-1935485,Children's Place at Home Safe,Human Services,Lake Worth,FL,4,0,525227,5349989,4395149,561,6.58,88.3,0.3,0.01,Children's and Family Services,Serving children and families since 1979,45.41,http://childrensplace-homesafe.org/,4977503,142512,-2.7,9240486,38.83,2.86,1,372486,10.5,57127,5349428,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11336,1.1,amandamcgee@helphomesafe.org,0.09,2
8123,51-0265558,Children's Relief Mission,International,Glendale,CA,4,0,23461,2586083,2533087,696,2.50,98.0,-20.9,0.01,Development and Relief Services,Rescuing children . . .giving hope,42.30,,2583144,9000,-21.0,90566,39.80,0.34,1,2939,0.9,26596,2585387,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8123,1.0,,0.03,2
10190,77-0421205,Children's Relief Network,International,Deerfield,FL,1,0,134954,713221,445332,131,19.75,69.8,14.1,0.21,Single Country Support Organizations,Bringing hope to the hurting children of Romania,45.38,http://romanianchildren.org,637974,68700,7.2,87513,25.62,10.76,3,75247,21.1,57688,713090,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10190,9.0,coh@romanianchildren.org,0.13,2
11083,58-2068230,Children's Restoration Network,Human Services,Roswell,GA,4,0,100706,1979723,1799636,0,10.33,91.7,2.5,0.03,Homeless Services,Helping homeless children,49.51,http://www.childrn.org,1961419,51500,1.5,241465,39.17,2.62,1,18304,5.1,61077,1979723,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11083,3.1,info@childrn.org,0.12,2
10159,13-3801864,Children's Rights,Human Services,New York,NY,2,0,369926,8614109,3687208,75218,26.84,78.3,27.7,0.47,Children's and Family Services,Advocating on behalf of abused and neglected children in the United States,54.68,http://www.childrensrights.org/,4704534,230743,6.8,14864969,27.83,4.90,4,3909575,7.8,647400,8538891,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10159,13.7,Development@childrensrights.org,3.15,3
4531,13-4002189,Children's Scholarship Fund,Education,New York,NY,4,0,381264,31571854,29017381,43372,25.00,97.4,17.4,0.01,Other Education Programs and Services,Giving parents a choice - giving children a chance,64.74,http://www.scholarshipfund.org,29764329,274182,13.7,10763065,39.74,0.92,4,1807525,1.2,365684,31528482,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4531,1.2,info@scholarshipfund.org,0.36,4
5337,41-1330241,Children's Shelter of Cebu,International,Cambridge,MN,4,0,158194,1368414,1133122,8913,19.98,82.6,5.4,0.05,Development and Relief Services,Every child deserves a family,58.25,http://www.cscshelter.org,1371600,55357,5.8,347160,38.26,4.03,3,-3186,11.5,80284,1359501,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5337,5.8,cscusa@cscshelter.org,0.12,3
7762,13-2940671,The Children's Storefront,Education,New York,NY,3,0,252307,3332445,2969403,55132,22.42,79.6,5.7,0.15,Private Elementary and Secondary Schools,Preparing children academically and emotionally for further education,55.39,http://www.thechildrensstorefront.org/,3725795,142100,7.9,3812507,32.96,3.81,3,-393350,6.7,504085,3277313,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7762,13.5,dbrewer@cstorefront.org,0.50,3
7022,41-1254553,Children's Theatre Company,"Arts, Culture, Humanities",Minneapolis,MN,1,0,2796758,9760015,8650001,445367,11.31,69.8,-10.7,0.22,Performing Arts,"Advancing theatre as a means of educating, challenging and inspiring young people",38.29,http://www.childrenstheatre.org,12387521,162210,1.0,21698849,26.97,1.30,1,-2627506,22.5,940762,9314648,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7022,7.5,development@childrenstheatre.org,1.40,1
5905,13-2298956,Children's Tumor Foundation,Health,New York,NY,4,0,505275,6379382,5290695,90047,27.50,82.3,12.9,0.09,Medical Research,Ending Neurofibromatosis through research,65.73,http://www.ctf.org/,6421505,120000,16.9,4080949,38.23,1.86,4,-42123,7.8,625535,6289335,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5905,9.7,info@ctf.org,0.60,4
3490,58-1642982,Children's Wish Foundation International,Health,Atlanta,GA,0,0,1123562,11024173,5122958,155180,2.50,46.4,-9.5,0.43,Patient and Family Support,A day to remember can help a child forget,19.40,http://www.childrenswish.org,11020069,215081,-6.6,973150,16.90,1.95,1,4104,10.1,4773549,10868993,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3490,43.3,info@childrenswish.org,0.08,0
9735,86-0336473,Childsplay,"Arts, Culture, Humanities",Tempe,AZ,3,0,65707,2474846,2672447,123031,30.00,92.6,7.5,0.12,Performing Arts,Theatre for everyone,66.76,http://www.childsplayaz.org/,2884648,78967,20.4,6721429,36.76,2.73,4,-409802,2.2,146494,2351815,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9735,5.0,info@childsplayaz.org,1.98,4
11282,31-1732062,China Care Foundation,International,Westport,CT,3,0,315393,1871144,3136544,-223961,15.32,85.1,-3.3,0.11,Development and Relief Services,Providing medical care and nurture to the orphaned children of China,51.33,http://www.chinacare.org,3685633,169808,38.8,1630046,36.01,4.60,2,-1814489,8.5,233696,2095105,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11282,6.3,info@chinacare.org,0.44,3
8935,13-1623937,China Institute in America,International,New York,NY,3,0,562395,6397979,4534586,716015,30.00,76.9,9.8,0.16,"International Peace, Security, and Affairs",Advancing a deeper understanding of China,62.69,http://www.chinainstitute.org/,5893426,291466,26.8,10334194,32.69,4.94,4,504553,9.5,796445,5681964,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8935,13.5,membership@chinainstitute.org,1.49,4
